Knmp;Voorraad;Department;Location;Artikelnaam;Hpkode;Artikelcode;Hpkode;Status;;;;Knmp,Voorraad,Department,Location,Artikelnaam,Hpkode,Artikelcode,Hpkode,Status,,
14220431;0;APOTHEEK;"  A T/M C	"; CLINDAMYCINE 150MG CAPS. ;59657;;1139134;;;;;"14220431,0,APOTHEEK,""  A T/M C	"", CLINDAMYCINE 150MG CAPS. ,59657,,1139134,,,"
14137720;120;APOTHEEK;"  A T/M C	"; CLOMIPRAMINE HCL 10MG TABL. ;79731;;1094211;;;;;"14137720,120,APOTHEEK,""  A T/M C	"", CLOMIPRAMINE HCL 10MG TABL. ,79731,,1094211,,,"
14137739;120;APOTHEEK;"  A T/M C	"; CLOMIPRAMINE HCL 25MG TABL. ;79732;;1094238;;;;;"14137739,120,APOTHEEK,""  A T/M C	"", CLOMIPRAMINE HCL 25MG TABL. ,79732,,1094238,,,"
14815990;150;APOTHEEK;"  A T/M C			"; CLORAZEPAAT 5MG CAPS. ;26956;;1571575;;;;;"14815990,150,APOTHEEK,""  A T/M C			"", CLORAZEPAAT 5MG CAPS. ,26956,,1571575,,,"
90000190;1;APOTHEEK;"  VAGINALE MI	DDELEN		"; CLOTRIMAZOL 100MG VAG.TABL. ;Niet gevonden;;206180;;;;;"90000190,1,APOTHEEK,""  VAGINALE MI	DDELEN		"", CLOTRIMAZOL 100MG VAG.TABL. ,Niet gevonden,,206180,,,"
13804987;0;APOTHEEK;"  CREMES-ZAL	VEN PATE	NT	"; CLOTRIMAZOL MP HYDROFIELE CREME 10MG/G ;38041;;799548;;;;;"13804987,0,APOTHEEK,""  CREMES-ZAL	VEN PATE	NT	"", CLOTRIMAZOL MP HYDROFIELE CREME 10MG/G ,38041,,799548,,,"
14578638;0;APOTHEEK;"  MED	ISC	HE VERBRUIKSARTIKELEN INCLUSIEF BALIE"; CLYSMAFLACON BLOKLAND 100ML              CLYFL7141 ;279285;;1426923;;;;;"14578638,0,APOTHEEK,""  MED	ISC	HE VERBRUIKSARTIKELEN INCLUSIEF BALIE"", CLYSMAFLACON BLOKLAND 100ML              CLYFL7141 ,279285,,1426923,,,"
14885727;1238.00;APOTHEEK;"  OPIATEN KAST			"; CODEINE HCL 10MG TABL. ;40025;;1168975;;;;;"14885727,1238.00,APOTHEEK,""  OPIATEN KAST			"", CODEINE HCL 10MG TABL. ,40025,,1168975,,,"
14847221;313;APOTHEEK;"  A T/M C			"; COLCHICINE 0.5MG TABL. ;71811;;1594958;;;;;"14847221,313,APOTHEEK,""  A T/M C			"", COLCHICINE 0.5MG TABL. ,71811,,1594958,,,"
12329657;-15;"			";; COLOPLAST MC2000 COLOZAK + FILT TRANSP 45MM NR5645 ;95358;;420034;;;;;"12329657,-15,""			"",, COLOPLAST MC2000 COLOZAK + FILT TRANSP 45MM NR5645 ,95358,,420034,,,"
90002258;-65;"			";; COLOSTOMIE ZAK 25-51MM HOLLISTER HUIDPLAK ;86452;;297429;;;;;"90002258,-65,""			"",, COLOSTOMIE ZAK 25-51MM HOLLISTER HUIDPLAK ,86452,,297429,,,"
90001401;0;"			";; COLOSTOMIEZAK 38MM ;86461;;297429;;;;;"90001401,0,""			"",, COLOSTOMIEZAK 38MM ,86461,,297429,,,"
90001329;-59;"			";; COLOSTOMIEZAK 55MM ;86462;;297429;;;;;"90001329,-59,""			"",, COLOSTOMIEZAK 55MM ,86462,,297429,,,"
90001331;-7;"			";; COLOSTOMIEZAK 60MM ;Niet gevonden;;297429;;;;;"90001331,-7,""			"",, COLOSTOMIEZAK 60MM ,Niet gevonden,,297429,,,"
90003063;-26;"			";; COLOSTOMIEZAK 70MM HOLLISTER    27760 ;Niet gevonden;;297429;;;;;"90003063,-26,""			"",, COLOSTOMIEZAK 70MM HOLLISTER    27760 ,Niet gevonden,,297429,,,"
14043173;1576.00;APOTHEEK;"  WERKBANK + BALI			"; COTRIMOXAZOL 480MG TABL. ;3913;;1032062;;;;;"14043173,1576.00,APOTHEEK,""  WERKBANK + BALI			"", COTRIMOXAZOL 480MG TABL. ,3913,,1032062,,,"
90000150;20;APOTHEEK;"  CHEMO			"; CYCLOFOSFAMIDE 200MG INJ. ;Niet gevonden;;212725;;;;;"90000150,20,APOTHEEK,""  CHEMO			"", CYCLOFOSFAMIDE 200MG INJ. ,Niet gevonden,,212725,,,"
90000149;8;APOTHEEK;"  CHEMO			"; CYCLOFOSFAMIDE 500MG INJ. ;114415;;212733;;;;;"90000149,8,APOTHEEK,""  CHEMO			"", CYCLOFOSFAMIDE 500MG INJ. ,114415,,212733,,,"
13648136;0;"			";; CYPROHEPTADINE 4MG TABL. ;Niet gevonden;;228354;;;;;"13648136,0,""			"",, CYPROHEPTADINE 4MG TABL. ,Niet gevonden,,228354,,,"
90000154;4;APOTHEEK;"  CHEMO			"; CYTARABINE 100MG INJ. ;114569;;1186450;;;;;"90000154,4,APOTHEEK,""  CHEMO			"", CYTARABINE 100MG INJ. ,114569,,1186450,,,"
13488678;114;APOTHEEK;"  D T/M N			"; DAGYNIL 0.625MG TABL. ;4171;;13412;;;;;"13488678,114,APOTHEEK,""  D T/M N			"", DAGYNIL 0.625MG TABL. ,4171,,13412,,,"
14245620;168;APOTHEEK;"  D T/M N			"; DAPSON 100MG TABL. ;4688;;1150030;;;;;"14245620,168,APOTHEEK,""  D T/M N			"", DAPSON 100MG TABL. ,4688,,1150030,,,"
90002615;2;APOTHEEK;"  BALI			"; DENTAL FLOSS CONDOR TRADICIONAL 25M ;Bali;;295124;;;;;"90002615,2,APOTHEEK,""  BALI			"", DENTAL FLOSS CONDOR TRADICIONAL 25M ,Bali,,295124,,,"
90004033;100;Magazijn;"  MEDISC	H VERBRU	IKS	ARTIKELEN (MVA)  REK 2"; DENTAL NEEDLE 27GX3/4 LONG (0.4X32MM) ;179937;;290661;;;;;"90004033,100,Magazijn,""  MEDISC	H VERBRU	IKS	ARTIKELEN (MVA)  REK 2"", DENTAL NEEDLE 27GX3/4 LONG (0.4X32MM) ,179937,,290661,,,"
90000794;0;"			";; DENTAL NEEDLE 27GX3/4 SHORT (0.4X21MM) ;179936;;290661;;;;;"90000794,0,""			"",, DENTAL NEEDLE 27GX3/4 SHORT (0.4X21MM) ,179936,,290661,,,"
90003567;32;APOTHEEK;"  MAGISTRAAL CAPSULES			"; DEXAMETHASON 20MG CAPS. ;81920;;1101366;;;;;"90003567,32,APOTHEEK,""  MAGISTRAAL CAPSULES			"", DEXAMETHASON 20MG CAPS. ,81920,,1101366,,,"
90003951;6;APOTHEEK;" MAGISTRAAL CAPSULES			"; DEXAMETHASON 3MG CAPS. ;294169;;1101366;;;;;"90003951,6,APOTHEEK,"" MAGISTRAAL CAPSULES			"", DEXAMETHASON 3MG CAPS. ,294169,,1101366,,,"
90001267;56;APOTHEEK;"  AMPULLENKAST			"; DEXAMETHASON 4MG/ML INJ.1ML ;228325;;58459;;;;;"90001267,56,APOTHEEK,""  AMPULLENKAST			"", DEXAMETHASON 4MG/ML INJ.1ML ,228325,,58459,,,"
14055686;-8;APOTHEEK;"  AMP	ULL	ENKAST"; DEXAMETHASONDINATRIUMFOSF CF INJVLS 5MG/ML AMP 1ML ;229557;;1037862;;;;;"14055686,-8,APOTHEEK,""  AMP	ULL	ENKAST"", DEXAMETHASONDINATRIUMFOSF CF INJVLS 5MG/ML AMP 1ML ,229557,,1037862,,,"
14149192;495;APOTHEEK;"  WERKBANK + BALI			"; DEXAMETHASONE 1.5MG TABL. ;60635;;1101366;;;;;"14149192,495,APOTHEEK,""  WERKBANK + BALI			"", DEXAMETHASONE 1.5MG TABL. ,60635,,1101366,,,"
90004672;2;APOTHEEK;"  BALI  REK 3			"; DICA ANTACID LIQUID 150ML ;Bali;;124;;;;;"90004672,2,APOTHEEK,""  BALI  REK 3			"", DICA ANTACID LIQUID 150ML ,Bali,,124,,,"
15406091;0;APOTHEEK;"  CREMES-ZALVEN PATENT			"; DICLOFENAC 1% GEL ;289463;;1971484;;;;;"15406091,0,APOTHEEK,""  CREMES-ZALVEN PATENT			"", DICLOFENAC 1% GEL ,289463,,1971484,,,"
90000664;-90;APOTHEEK;"  CREMES-ZALVEN PATENT			"; DICLOFENAC 1% GEL ;;;1592157;;;;;"90000664,-90,APOTHEEK,""  CREMES-ZALVEN PATENT			"", DICLOFENAC 1% GEL ,,,1592157,,,"
13597760;40;APOTHEEK;"  D T/M N			"; DICLOFENAC 100MG RET.TABL. ;53670;;568511;;;;;"13597760,40,APOTHEEK,""  D T/M N			"", DICLOFENAC 100MG RET.TABL. ,53670,,568511,,,"
14685485;44;APOTHEEK;"  ZETPILLEN			"; DICLOFENAC 25MG ZETPIL ;61612;;1177486;;;;;"14685485,44,APOTHEEK,""  ZETPILLEN			"", DICLOFENAC 25MG ZETPIL ,61612,,1177486,,,"
13597744;2645.00;APOTHEEK;"  WERKBANK + B	ALI		"; DICLOFENAC NATRIUM 50MG TABL. ;60808;;568503;;;;;"13597744,2645.00,APOTHEEK,""  WERKBANK + B	ALI		"", DICLOFENAC NATRIUM 50MG TABL. ,60808,,568503,,,"
90001487;-316;APOTHEEK;"  ANTIVIR	AAL		"; DIDANOSINE KAUWTABLET 100MG ;Niet gevonden;;1443321;;;;;"90001487,-316,APOTHEEK,""  ANTIVIR	AAL		"", DIDANOSINE KAUWTABLET 100MG ,Niet gevonden,,1443321,,,"
90003546;5;APOTHEEK;"  VACCINATIE KINDERPOLI			"; DIPHTERIA-TETANUS ;13418;;569801;;;;;"90003546,5,APOTHEEK,""  VACCINATIE KINDERPOLI			"", DIPHTERIA-TETANUS ,13418,,569801,,,"
13992899;2;APOTHEEK;"  AMPULLENKAST			"; DOBUTAMINE 250MG INF.PDR. ;67171;;1004700;;;;;"13992899,2,APOTHEEK,""  AMPULLENKAST			"", DOBUTAMINE 250MG INF.PDR. ,67171,,1004700,,,"
14289229;451;APOTHEEK;"  WERKBANK + BALI			"; DOMPERIDON 10MG TABL. ;62645;;1177052;;;;;"14289229,451,APOTHEEK,""  WERKBANK + BALI			"", DOMPERIDON 10MG TABL. ,62645,,1177052,,,"
90000018;9;APOTHEEK;"  AMPULLENKAST			"; DOPAMINE 40MG/ML INJ. 5ML ;135155;;531685;;;;;"90000018,9,APOTHEEK,""  AMPULLENKAST			"", DOPAMINE 40MG/ML INJ. 5ML ,135155,,531685,,,"
90000562;-1;APOTHEEK;"  AMPULLENKAS	T		"; DORMICUM INJVLST 5MG/ML AMPUL  1ML ;82682;;565970;;;;;"90000562,-1,APOTHEEK,""  AMPULLENKAS	T		"", DORMICUM INJVLST 5MG/ML AMPUL  1ML ,82682,,565970,,,"
90000156;25;APOTHEEK;" KOELKAST			"; DOXORUBICINE 2MG/ML INJ.PDR. 25ML ;135641;;1448064;;;;;"90000156,25,APOTHEEK,"" KOELKAST			"", DOXORUBICINE 2MG/ML INJ.PDR. 25ML ,135641,,1448064,,,"
90000157;8;APOTHEEK;"  KOELKAST			"; DOXORUBICINE 2MG/ML INJ.PDR. 5ML ;135640;;1448072;;;;;"90000157,8,APOTHEEK,""  KOELKAST			"", DOXORUBICINE 2MG/ML INJ.PDR. 5ML ,135640,,1448072,,,"
14207214;759;APOTHEEK;"  WERKBANK + BALI			"; DOXYCYCLINE 100MG TABL. ;24638;;1132180;;;;;"14207214,759,APOTHEEK,""  WERKBANK + BALI			"", DOXYCYCLINE 100MG TABL. ,24638,,1132180,,,"
90004605;6;APOTHEEK;"	 BALI	 R	EK 2"; DR. SHEFFIELDS ORAL PAIN RELIEF GEL. MAX STRENGTH ;Bali;;1432273;;;;;"90004605,6,APOTHEEK,""	 BALI	 R	EK 2"", DR. SHEFFIELDS ORAL PAIN RELIEF GEL. MAX STRENGTH ,Bali,,1432273,,,"
12341827;27;APOTHEEK;"  MEDISCHE VERBRUIKSARTIKELEN INCL	USIEF BA	LIE	"; DRIEKANTE DOEK ;5049;;428477;;;;;"12341827,27,APOTHEEK,""  MEDISCHE VERBRUIKSARTIKELEN INCL	USIEF BA	LIE	"", DRIEKANTE DOEK ,5049,,428477,,,"
14570548;0;APOTHEEK;"  MED	ISC	HE VERBRUIKSARTIKELEN INCLUSIEF BALIE"; DRUPPELFLACON GARNITUUR ZWART WATER M/GAR SL  6367 ;247511;;1421379;;;;;"14570548,0,APOTHEEK,""  MED	ISC	HE VERBRUIKSARTIKELEN INCLUSIEF BALIE"", DRUPPELFLACON GARNITUUR ZWART WATER M/GAR SL  6367 ,247511,,1421379,,,"
14570521;-10;APOTHEEK;"  M	EDI	SCHE VERBRUIKSARTIKELEN INCLUSIEF BALIE"; DRUPPELFLACON SCHROEFDOP WIT M/GAR SLUITING   6377 ;247507;;1421425;;;;;"14570521,-10,APOTHEEK,""  M	EDI	SCHE VERBRUIKSARTIKELEN INCLUSIEF BALIE"", DRUPPELFLACON SCHROEFDOP WIT M/GAR SLUITING   6377 ,247507,,1421425,,,"
90002833;1;Magazijn;"  MEDISCH VERBRUIK	SARTIKEL	EN	(MVA)  REK 2"; DYNAMIC ANKLE SUPPORT X-LARGE ;88005;;1595628;;;;;"90002833,1,Magazijn,""  MEDISCH VERBRUIK	SARTIKEL	EN	(MVA)  REK 2"", DYNAMIC ANKLE SUPPORT X-LARGE ,88005,,1595628,,,"
90002831;2;Magazijn;"  MEDISCH VERBRUIKSAR	TIKELEN	(MV	A)  REK 2"; DYNAMIC KNEE SUPPORT SMALL ;88004;;1000136;;;;;"90002831,2,Magazijn,""  MEDISCH VERBRUIKSAR	TIKELEN	(MV	A)  REK 2"", DYNAMIC KNEE SUPPORT SMALL ,88004,,1000136,,,"
90002832;1;Magazijn;"  MEDISCH VERBRUIKSA	RTIKELEN	(M	VA)  REK 2"; DYNAMIX WRIST SUPPORT LARGE ;88007;;1595628;;;;;"90002832,1,Magazijn,""  MEDISCH VERBRUIKSA	RTIKELEN	(M	VA)  REK 2"", DYNAMIX WRIST SUPPORT LARGE ,88007,,1595628,,,"
90004501;1;APOTHEEK;"  BALI  REK	3		"; DYNAREX ECONOMY DIGITAL THERMOMETERS ;Bali;;1606190;;;;;"90004501,1,APOTHEEK,""  BALI  REK	3		"", DYNAREX ECONOMY DIGITAL THERMOMETERS ,Bali,,1606190,,,"
90004580;1;APOTHEEK;"  BALI  REK 2			"; EAR WAX REMOVAL DR. SHEFFIELD ;Bali;;1432273;;;;;"90004580,1,APOTHEEK,""  BALI  REK 2			"", EAR WAX REMOVAL DR. SHEFFIELD ,Bali,,1432273,,,"
90004667;6;APOTHEEK;"  BALI  REK 3			"; ECONADERM HC CREAM 15GR ;Bali;;1492144;;;;;"90004667,6,APOTHEEK,""  BALI  REK 3			"", ECONADERM HC CREAM 15GR ,Bali,,1492144,,,"
14320681;266;APOTHEEK;"  D T/M N			"; ENALAPRIL 10MG TABL. ;62030;;1193929;;;;;"14320681,266,APOTHEEK,""  D T/M N			"", ENALAPRIL 10MG TABL. ,62030,,1193929,,,"
14320703;1488.00;APOTHEEK;"  D T/M N			"; ENALAPRIL 20MG TABL. ;62028;;1193937;;;;;"14320703,1488.00,APOTHEEK,""  D T/M N			"", ENALAPRIL 20MG TABL. ,62028,,1193937,,,"
14320673;626;APOTHEEK;"  D T/M N			"; ENALAPRIL 5MG TABL. ;62257;;1193910;;;;;"14320673,626,APOTHEEK,""  D T/M N			"", ENALAPRIL 5MG TABL. ,62257,,1193910,,,"
14700069;0;APOTHEEK;"  MEDI	SCH	E VERBRUIKSARTIKELEN INCLUSIEF BALIE"; ENGELS PLUKSEL NOBA 45CMX 0.5M              435045 ;152298;;1034995;;;;;"14700069,0,APOTHEEK,""  MEDI	SCH	E VERBRUIKSARTIKELEN INCLUSIEF BALIE"", ENGELS PLUKSEL NOBA 45CMX 0.5M              435045 ,152298,,1034995,,,"
14191113;138;APOTHEEK;"  D T/M N			"; ERYTHROMYCIN 250MG TABL. ;5460;;605441;;;;;"14191113,138,APOTHEEK,""  D T/M N			"", ERYTHROMYCIN 250MG TABL. ,5460,,605441,,,"
14752859;22;APOTHEEK;"  AMPULLENKAST			"; ERYTHROMYCINE 1G INJ.PDR. ;5459;;1105663;;;;;"14752859,22,APOTHEEK,""  AMPULLENKAST			"", ERYTHROMYCINE 1G INJ.PDR. ,5459,,1105663,,,"
13959190;0;APOTHEEK;"  MEDISCHE VERBRU	IKSARTIK	ELE	N INCLUSIEF BALIE"; ETIKET BLOKLAND NR  6 OORDRUPPELS ;58218;;882364;;;;;"13959190,0,APOTHEEK,""  MEDISCHE VERBRU	IKSARTIK	ELE	N INCLUSIEF BALIE"", ETIKET BLOKLAND NR  6 OORDRUPPELS ,58218,,882364,,,"
13959093;0;APOTHEEK;"  MEDISCHE VERBR	UIKSARTI	KEL	EN INCLUSIEF BALIE"; ETIKET BLOKLAND NR  8 NEUSDRUPPELS ;58220;;882267;;;;;"13959093,0,APOTHEEK,""  MEDISCHE VERBR	UIKSARTI	KEL	EN INCLUSIEF BALIE"", ETIKET BLOKLAND NR  8 NEUSDRUPPELS ,58220,,882267,,,"
13958933;0;APOTHEEK;"  MEDISCH	E VERBRU	IKS	ARTIKELEN INCLUSIEF BALIE"; ETIKET BLOKLAND NR 48 TIJDENS DE MAALTIJD ;58313;;882119;;;;;"13958933,0,APOTHEEK,""  MEDISCH	E VERBRU	IKS	ARTIKELEN INCLUSIEF BALIE"", ETIKET BLOKLAND NR 48 TIJDENS DE MAALTIJD ,58313,,882119,,,"
90000158;14;APOTHEEK;"  CHEMO			"; ETOPOSIDE 20MG/ML INJ. 5ML ;135696;;809977;;;;;"90000158,14,APOTHEEK,""  CHEMO			"", ETOPOSIDE 20MG/ML INJ. 5ML ,135696,,809977,,,"
90004483;1000.00;Magazijn;"  GRONDST	OFFEN 	REK	11"; EXTR GLYCYRRHIZAE LIQUID ;Niet gevonden;;540463;;;;;"90004483,1000.00,Magazijn,""  GRONDST	OFFEN 	REK	11"", EXTR GLYCYRRHIZAE LIQUID ,Niet gevonden,,540463,,,"
14269007;0;APOTHEEK;"  PRODUCTIE ITEMS  ONDER TAFEL			"; EXTR THYMI LIQUIDUM ;93332;;251151;;;;;"14269007,0,APOTHEEK,""  PRODUCTIE ITEMS  ONDER TAFEL			"", EXTR THYMI LIQUIDUM ,93332,,251151,,,"
90000305;1;APOTHEEK;"  BALI			"; EYE PATCH APEX ;Bali;;1178563;;;;;"90000305,1,APOTHEEK,""  BALI			"", EYE PATCH APEX ,Bali,,1178563,,,"
90004067;3;APOTHEEK;"  BALI			"; EYE SHIELDS VENTILATED (FLENTS) ;Bali;;1517333;;;;;"90004067,3,APOTHEEK,""  BALI			"", EYE SHIELDS VENTILATED (FLENTS) ,Bali,,1517333,,,"
14243253;70;APOTHEEK;"  D T/M N			"; FENOBARBITAL 100MG TABL. ;Bali;;1148834;;;;;"14243253,70,APOTHEEK,""  D T/M N			"", FENOBARBITAL 100MG TABL. ,Bali,,1148834,,,"
15093778;66;APOTHEEK;"  OPIATEN KA	ST		"; FENTANYL MATRIX 25MCG/UUR PLEISTER ;191939;;1763334;;;;;"15093778,66,APOTHEEK,""  OPIATEN KA	ST		"", FENTANYL MATRIX 25MCG/UUR PLEISTER ,191939,,1763334,,,"
15193675;81;APOTHEEK;"  OPIATEN KA	ST		"; FENTANYL MATRIX 50MCG/UUR PLEISTER ;191940;;1823590;;;;;"15193675,81,APOTHEEK,""  OPIATEN KA	ST		"", FENTANYL MATRIX 50MCG/UUR PLEISTER ,191940,,1823590,,,"
15404455;54;APOTHEEK;"  OPIAT	EN KAST		"; FENTANYL MATRIX PCH PLEISTER  12MCG/UUR ;192146;;1971069;;;;;"15404455,54,APOTHEEK,""  OPIAT	EN KAST		"", FENTANYL MATRIX PCH PLEISTER  12MCG/UUR ,192146,,1971069,,,"
14813513;3412.00;APOTHEEK;"  WERKBANK + BALI			"; FERROFUMARAAT 200MG TABL ;24798;;1569724;;;;;"14813513,3412.00,APOTHEEK,""  WERKBANK + BALI			"", FERROFUMARAAT 200MG TABL ,24798,,1569724,,,"
90004670;3;APOTHEEK;" BAL	I  REK	1	"; FERROVITE LIQUID MULTI.VIT IRON SUPPL 200ML ;Bali;;1492144;;;;;"90004670,3,APOTHEEK,"" BAL	I  REK	1	"", FERROVITE LIQUID MULTI.VIT IRON SUPPL 200ML ,Bali,,1492144,,,"
90000575;0;APOTHEEK;"  MEDISCHE VERBRUIKSARTIKELEN INCLU	SIEF BAL	IE	"; FLES 1 LITER ;Lokaal;;881740;;;;;"90000575,0,APOTHEEK,""  MEDISCHE VERBRUIKSARTIKELEN INCLU	SIEF BAL	IE	"", FLES 1 LITER ,Lokaal,,881740,,,"
90001705;0;APOTHEEK;" MEDISCHE VERBRUIKSARTIKEL	EN INCLU	SIE	F BALIE"; FLES 2 LITER PLASTIC ;Lokaal;;881740;;;;;"90001705,0,APOTHEEK,"" MEDISCHE VERBRUIKSARTIKEL	EN INCLU	SIE	F BALIE"", FLES 2 LITER PLASTIC ,Lokaal,,881740,,,"
90002835;0;APOTHEEK;"  MEDISCHE VERBRUIKSARTI	KELEN IN	CLU	SIEF BALIE"; FLES 60ML PLASTIC BRUIN ;148388;;881740;;;;;"90002835,0,APOTHEEK,""  MEDISCHE VERBRUIKSARTI	KELEN IN	CLU	SIEF BALIE"", FLES 60ML PLASTIC BRUIN ,148388,,881740,,,"
90002836;0;APOTHEEK;"  MEDISCHE VERBRUIKSARTIKE	LEN INCL	USI	EF BALIE"; FLES 60ML WIT PLASTIC ;Lokaal;;881740;;;;;"90002836,0,APOTHEEK,""  MEDISCHE VERBRUIKSARTIKE	LEN INCL	USI	EF BALIE"", FLES 60ML WIT PLASTIC ,Lokaal,,881740,,,"
13958534;0;APOTHEEK;"	 MEDIS	CHE	VERBRUIKSARTIKELEN INCLUSIEF BALIE"; FLES BLOKLAND PLASTIC MET AFSLUITDOP  300ML   1061 ;Lokaal;;881724;;;;;"13958534,0,APOTHEEK,""	 MEDIS	CHE	VERBRUIKSARTIKELEN INCLUSIEF BALIE"", FLES BLOKLAND PLASTIC MET AFSLUITDOP  300ML   1061 ,Lokaal,,881724,,,"
90003947;0;APOTHEEK;"  MEDISCHE VERBRUIKSA	RTIKELEN	IN	CLUSIEF BALIE"; FLES BRUIN GLAS 500ML +DOP ;48121;;1422790;;;;;"90003947,0,APOTHEEK,""  MEDISCHE VERBRUIKSA	RTIKELEN	IN	CLUSIEF BALIE"", FLES BRUIN GLAS 500ML +DOP ,48121,,1422790,,,"
90001436;0;"			";; FLES GLAS WIT 110ML ;Niet gevonden;;881740;;;;;"90001436,0,""			"",, FLES GLAS WIT 110ML ,Niet gevonden,,881740,,,"
90002052;0;APOTHEEK;"  MEDISCHE	VERBRUIK	SAR	TIKELEN INCLUSIEF BALIE"; FLES MELK WIT WIJDMONDS 500ML ;Niet gevonden;;881732;;;;;"90002052,0,APOTHEEK,""  MEDISCHE	VERBRUIK	SAR	TIKELEN INCLUSIEF BALIE"", FLES MELK WIT WIJDMONDS 500ML ,Niet gevonden,,881732,,,"
90002837;48;Magazijn;"  MEDISCH	VERBRUI	KSA	RTIKELEN (MVA)  REK 9 (BO)"; FLES PLASTIC WIJDMONDS 1 LITER ;Niet gevonden;;881732;;;;;"90002837,48,Magazijn,""  MEDISCH	VERBRUI	KSA	RTIKELEN (MVA)  REK 9 (BO)"", FLES PLASTIC WIJDMONDS 1 LITER ,Niet gevonden,,881732,,,"
90001952;-1;"			";; FLES WIT PLASTIC MET DOP 20ML ;Niet gevonden;;881740;;;;;"90001952,-1,""			"",, FLES WIT PLASTIC MET DOP 20ML ,Niet gevonden,,881740,,,"
90004321;2;APOTHEEK;"  BALI  REK 3			"; FLESSPEEN BARGJE MEDIUM ;138686;;881708;;;;;"90004321,2,APOTHEEK,""  BALI  REK 3			"", FLESSPEEN BARGJE MEDIUM ,138686,,881708,,,"
90003577;4;Magazijn;"	 MEDISC	H V	ERBRUIKSARTIKELEN (MVA)  REK 2"; FLOCARE TOEDIENINGSSET PT+GD+LL CONN.(GESCHENK) ;272245;;841013;;;;;"90003577,4,Magazijn,""	 MEDISC	H V	ERBRUIKSARTIKELEN (MVA)  REK 2"", FLOCARE TOEDIENINGSSET PT+GD+LL CONN.(GESCHENK) ,272245,,841013,,,"
90003576;4;Magazijn;"  MEDI	SCH	VERBRUIKSARTIKELEN (MVA)  REK 2"; FLOCARE TOEDIENINGSSET PVC TUBE+LUERLOCK(GECHENK) ;272246;;841013;;;;;"90003576,4,Magazijn,""  MEDI	SCH	VERBRUIKSARTIKELEN (MVA)  REK 2"", FLOCARE TOEDIENINGSSET PVC TUBE+LUERLOCK(GECHENK) ,272246,,841013,,,"
14002477;165;APOTHEEK;"  WERKBANK + BALI			"; FLUCLOXACIL 500MG CAPS ;90098;;1009605;;;;;"14002477,165,APOTHEEK,""  WERKBANK + BALI			"", FLUCLOXACIL 500MG CAPS ,90098,,1009605,,,"
90000028;580;APOTHEEK;" INWEN	DIGE DRA	NKE	N"; FLUCLOXACILLINE 125MG/5ML SUSP. (BGVS) ;307811;;852201;;;;;"90000028,580,APOTHEEK,"" INWEN	DIGE DRA	NKE	N"", FLUCLOXACILLINE 125MG/5ML SUSP. (BGVS) ,307811,,852201,,,"
14129116;66;APOTHEEK;"  AMPULLENKAST			"; FLUCLOXACILLINE 500MG INJ.PDR. ;134972;;1089188;;;;;"14129116,66,APOTHEEK,""  AMPULLENKAST			"", FLUCLOXACILLINE 500MG INJ.PDR. ,134972,,1089188,,,"
14327511;47;APOTHEEK;"  D T/M N			"; FLUCONAZOL 150MG CAPS. ;63152;;638021;;;;;"14327511,47,APOTHEEK,""  D T/M N			"", FLUCONAZOL 150MG CAPS. ,63152,,638021,,,"
15199983;20;APOTHEEK;"  INFUUSVLOEISTOFF	EN		"; FLUCONAZOL 2MG/ML INJ. 200ML ;136356;;1828533;;;;;"15199983,20,APOTHEEK,""  INFUUSVLOEISTOFF	EN		"", FLUCONAZOL 2MG/ML INJ. 200ML ,136356,,1828533,,,"
90000595;8;APOTHEEK;"  INFUUSVLOEISTOFFEN			"; FLUCONAZOL 2MG/ML INJ. 50ML ;135732;;638021;;;;;"90000595,8,APOTHEEK,""  INFUUSVLOEISTOFFEN			"", FLUCONAZOL 2MG/ML INJ. 50ML ,135732,,638021,,,"
15506738;21;APOTHEEK;"  CHEMO			"; FLUOROURACIL  50MG/ML INJ. 20ML ;46273;;2046199;;;;;"15506738,21,APOTHEEK,""  CHEMO			"", FLUOROURACIL  50MG/ML INJ. 20ML ,46273,,2046199,,,"
14003945;220;APOTHEEK;"  WERKBANK + BALI			"; FUROSEMIDE 40MG TABLET ;24863;;1010239;;;;;"14003945,220,APOTHEEK,""  WERKBANK + BALI			"", FUROSEMIDE 40MG TABLET ,24863,,1010239,,,"
90003292;0;APOTHEEK;"  PRODUCTIE ITEM	S  REK	2	"; FYTOMENADION 10MG/G CONCENTRAAT ;74708;;1667378;;;;;"90003292,0,APOTHEEK,""  PRODUCTIE ITEM	S  REK	2	"", FYTOMENADION 10MG/G CONCENTRAAT ,74708,,1667378,,,"
90004130;0;Magazijn;"  MEDISC	H VERBRU	IKS	ARTIKELEN (MVA)  REK 2"; GAASKOMPRES 10X10CM ONST 16LGN XR NOBA ;219645;;1101579;;;;;"90004130,0,Magazijn,""  MEDISC	H VERBRU	IKS	ARTIKELEN (MVA)  REK 2"", GAASKOMPRES 10X10CM ONST 16LGN XR NOBA ,219645,,1101579,,,"
15458717;8;APOTHEEK;"  CHEMO			"; GEMCITABINE 100MG/ML 10ML INFPDR ;Niet gevonden;;2011190;;;;;"15458717,8,APOTHEEK,""  CHEMO			"", GEMCITABINE 100MG/ML 10ML INFPDR ,Niet gevonden,,2011190,,,"
